author,year,date_mm_dd,content,word_count
wesley,1763,06-07,"So deep and general was the impression now made upon the people that, even at five in the morning, I was obliged to preach abroad by the numbers who flocked to hear, although the northerly wind made the air exceeding sharp. A little after preaching one came to me who believed God had just set her soul at full liberty. She had been clearly justified long before ; but said the change she now experienced was extremely different from what she experienced then — as different as the noon-day light from that of day-break ; that she now felt her soul all love, and quite swallowed up in God. Now suppose, ten weeks or ten months hence, this person should be cold or dead, shall I say, ‘She deceived herself; this was merely the work of her own imagination’? Not at all. I have no right so to judge, nor authority so to speak. I will rather say, ‘ She was unfaithful to the grace of God, and so cast away what was really given.’ 1 Of Monkwearmouth. See above, vol. iv. p. 461, and Arm. Mag. 1780, p. 165. June 1763.] Fasting and Prayer Therefore that way of talking which has been very common, of staying ‘ to see if the gift be really given,’ which some take to be exceeding wise, I take to be exceeding foolish. If a man says, ‘ I now feel nothing but love,’ and I know him to be an honest man, I believe him. What, then, should I stay to see ? Not whether he has such a blessing, but whether he will keep it. There is something remarkable in the manner wherein God revived His work in these parts.",288
wesley,1763,06-07,"A few months ago the generality of people in this circuit were exceeding lifeless. Samuel Meggot, perceiving this, advised the society at Barnard Castle to observe every Friday with fasting and prayer.1 The very first Friday they met together God broke in upon them in a wonderful manner ; and His work has been increasing among them ever since. The neighbouring societies heard of this, agreed to follow the same rule, and soon experienced the same blessing. Is not the neglect of this plain duty (I mean, fasting, ranked by our Lord with almsgiving and prayer) one general occasion of deadness among Christians ? Can any one willingly neglect it, and be guiltless ? In the evening I preached at Yarm ; but I found the good doctrine of Christian Perfection had not been heard of there for some time. The wildness of our poor brethren in London has put it out of countenance above two hundred miles off ; so these strange advocates for perfection have given it a deeper wound than all its enemies together could do ! 2",181
wesley,1763,06-08,"Just as I began preaching (in the open air, the room being too small even for the morning congregation) the rain began ; but it stopped in two or three minutes, I am persuaded, in answer to the prayer of faith. Incidents of the same kind I have seen abundance of times, and par- 2 On the 7th the Rev. Dr. Richard Conyers, vicar of Helmsley, wrote to him declaring that ‘my house and my heart are, and ever shall be, open to you.’ For a thrilling account of this Methodist clergyman see Tyerman’s Life of Wesley, introduced hymn-singing into his church. Probably he received from Wesley the tune composed (in its original form) by Thomas Olivers, and published (in 1761) in Sacred Melody under the name Olivers. It is thought that Conyers gave it the new name, ‘ Helmsley.’ See Lightwood’s Hymn-Tunes, pp. 138- 140. For a further account of Conyers see below, p. 58. i8 John Wesley s Journal [June 1763. ticularly in this journey ; and they are nothing strange to them who seriously believe ‘the very hairs of your head are all numbered.’ After preaching at Potto about noon I rode to Thirsk, intending to preach near the house where I alighted ; but several gentlemen of the town sent to desire I would preach in the market-place. I did so to a numerous congregation, most of whom were deeply attentive. I hastened away after preaching, and between nine and ten came to York. Sat. ii. — I rode to Epworth, and preached at seven in the market-place.",262
wesley,1763,06-12,"I preached at the room in the morning; in the afternoon at the market-place ; and about one the congregation gathered from all parts in Haxey parish, near Westwood-side. At every place I endeavoured to settle the minds of the poor people, who had been not a little harassed by a new doctrine which honest Jonathan C - 1 and his converts had industriously propagated among them — that ‘ there is no sin in believers ; but the moment we believe sin is destroyed, root and branch.’ I trust this plague also is stayed ; but how ought these unstable ones to be ashamed who are so easily * tossed about with every wind of doctrine ’ ! I had desired Samuel Meggot to give me some farther account of the late work of God at Barnard Castle.2 Part of his answer was as follows : 1 Jonathan Crosby, an Epworth name, has been suggested ( W.H.S . vol. v. p. 203). But Edward Perronet, in his annotated copy of the Journal (Conference Office Library), writes ‘Catlow.’ 2 Even in the Yorkshire dales George Bell’s prophecies created an uproar. But George Story and his senior colleague, Samuel Meggot, watched over the people with pious zeal. Meggot was like a father to young Story— one of the most remarkable of Wesley’s ‘ Helpers.’ See Southey’s sketch of him, Life of Wesley , chap, xviii., also chap, xxiv., in which is told how he controlled the Bell mania in Darlington.",249
wesley,1763,06-12,"Meeting Story one day, Meggot said, ‘ You must make haste to Barnard Castle : the people are all in confusion ; six or seven of them have found full sanctification, and the rest are tearing one another to pieces about it.’ Thanks to prompt, wise, and kindly treatment, ‘ the snare of the enemy was effectually broken, and from that time the work spread, not only through the town, but also into the ner ' g societies ’ ( Wesley’s Veterans, x 01. ii. pp. 251-52, or E.AI.P. vol. v. p. 239). It is interesting to remember that, from generation to generation, the Barnard Castle circuit has been one of the strongholds of Yorkshire Methodism, and, indeed, a wellspring of blessing to Methodism throughout the world. June 1763.] The Work at Barnard Castle June 7, 1763. Within ten weeks at least twenty persons in this town have found peace with God, and twenty-eight the pure love of God. This morning, before you left us, one found peace, and one the second blessing; and after you was gone two more received it. One of these had belonged to the society before ; but, after he turned back, had bitterly persecuted his wife, particularly after she professed the being saved from sin. May 29 he came, in a furious rage, to drag her out of the society. One cried out, 1 Let us go to prayer for him.’ Presently he ran away, and his wife went home. Not long after he came in like a madman, and swore he would be the death of her.",264
wesley,1763,06-12,"One said, ‘ Are you not afraid lest God should smite you?’ He answered, ‘No; let God do His worst; I will make an end of her and the brats, and myself too, and we will all go to hell together.’ His wife and children fell down and broke out into prayer. His countenance changed, and he was as quiet as a lamb. But it was not long before a horrible dread overwhelmed him ; he was sore distressed. The hand of God was upon him, and gave him no rest, day or night. On Tuesday, in the afternoon, he went to her who prayed for him when he came to drag his wife out, begging her, with a shower of tears, to pray for his deliverance. On Thursday he wrestled with God till he was as wet all over with sweat as if he had been dipped in water. But that evening God wiped away his tears and filled him with joy unspeakable. This morning, while brother Story was at prayer, God gave him a witness in himself that He had purified his heart. When he was risen from his knees he could not help declaring it. He now ran to his wife, not to kill her, but to catch her in his arms, that they might praise God and weep over one another with tears of joy and love.",231
wesley,1763,06-13,"Even in Epworth a few faithful servants of Satan were left who would not leave any stone unturned to support his tottering kingdom. A kind of gentleman got a little party together, and took huge pains to disturb the congregation. He hired a company of boys to shout, and made a poor man exceeding drunk, who bawled out much ribaldry and nonsense, while he himself played the French horn. But he had little fruit of his labour. I spoke a few words to their champion, and he disappeared. The congregation was not at all distuibed, but quietly attended to the end.",101
wesley,1763,06-15,"I rode to Doncaster, and at ten, standing in an open place, exhorted a wild yet civil multitude to seek the Lord while He might be found.’ Thence I went on to Leeds, and declared to a large congregation ‘ Now is the day of salvation. John Wesley s Journal [June 1763.",52
wesley,1763,06-16,"At five in the evening I preached at Dewsbury, and on Friday the 17th reached Manchester. Here I received a particular account of a remarkable incident.1 An eminent drunkard of Congleton used to divert himself, whenever there was preaching there, by standing over against the house cursing and swearing at the preacher. One evening he had a fancy to step in and hear what the man had to say. He did so ; but it made him so uneasy that he could not sleep all night. In the morning he was more uneasy still. He walked in the fields, but all in vain, till it came in his mind to go to one of his merry companions who was always ready to abuse the Methodists. He told him how he was and asked what he should do. ‘ Do ! ’ said Samuel ; ‘ go and join the society. I will ; for I was never so uneasy in my life.' They did so without delay. But presently David cried out, ‘ I am sorry I joined ; for I shall get drunk again, and they will turn me out.’ However, he stood firm for four days. On the fifth he was persuaded by his old companions to ‘take one pint,’ and then another and another, till one of them said, ‘ See, here is a Methodist drunk ! ’ David started up and knocked him over, chair and all. He then drove the rest out of the house, caught up the landlady, carried her out, threw her into the kennel ; went back to the house, broke down the door, threw it into the street, and then ran into the fields, tore his hair, and rolled up and down on the ground.",294
wesley,1763,06-16,"In a day or two was a lovefeast. He stole in ; getting behind, that none might see him. While Mr. Furz was at prayer he was seized with a dreadful agony, both of body and mind. This caused many to wrestle with God for him. In a while he sprung up on his feet, stretched out his hands, and cried aloud, ‘ All my sins are forgiven ! ’ At the same instant one on the other side of the room cried out, ‘Jesus is mine! And He has taken away all my sins.’ This was Samuel H. David burst through the people, caught him in his arms, and said, ‘ Come, let us sing the Virgin Mary’s Song: I never could sing it before. “ My soul doth magnify the Lord, and my spirit doth 1 This story is told also by John Furz, Hall, and an intimacy commenced be- with many other graphic details, in tween him and young Matthew Mayer Wesley's Veterans , vol. v. p. 22 1, or which was uninterrupted till Wesley’s E.M.P. vol. v. p. 128. Wesley was death. See next page, entertained on this occasion at Portwood June 1763 ] Macclesfield and Burslem 2 I rejoice in God my Saviour.” ’ And their following behaviour plainly showed the reality of their profession. Sat. 1 8. — I found the work of God was still greatly increasing here, although many stumbling-blocks had been thrown in the way, and some by those who were once strong in grace. But this is no wonder : I rather wonder that there are not abundantly more. And so there would be, but that Satan is not able to go beyond his chain.",285
wesley,1763,06-20,"I preached at Macclesfield about noon. As I had not been well, and was not quite recovered, our brethren insisted on sending me in a chaise to Burslem. Between four and five I quitted the chaise and took my horse. Presently after, hearing a cry, I looked back, and saw the chaise upside down (the wheel having violently struck against a stone) and wellnigh dashed in pieces. About seven I preached to a large congregation at Burslem. These poor potters, four years ago, were as wild and ignorant as any of the colliers in Kingswood. Lord, Thou hast power over Thy own clay. Tnes. 2I.1 — I rode to Birmingham2 and on Thursday to 1 On June 22 he wrote from Birmingham to the Rev. Henry Venn {Works, wrongly dated 1765). 2 In a dark court off Moor Street, one of the oldest parts of the town, a theatre was erected in 1740, which the Methodists hired in 1763. ‘ Here Wesley preached on the evenings of the 21st and 22nd. Travelling from Stockport, he brought with him Matthew Mayer, the well-educated son of a farmer, who had been converted in 1759, and had already shown an aptitude for work among the poor. He and a friend are believed to have been the first to establish the weekly public prayer-meeting as a regular feature of Methodist work. It was on this occasion that Wesley, by one of those happy inspirations so frequent in his life, made this young man of twenty-three a preacher. For one week he entrusted the circuit to Matthew Mayer’s care, taking the appointed preacher away with him on a journey. We read of a ‘ sleepless night,’ of loneliness and helplessness. But Wesley’s words, ‘The Lord will help you,’ rang day by day in his ears.",300
